id,source_id,url,title,lang,scraped_at,published_at,ai_score,ai_score_zs,ai_score_zs_v2,topic_primary,topic_primary_score,topic_scores
214608,etnews_kr,https://www.etnews.com/20260519000179,"IBM “양자컴퓨팅, 이미 산업 활용 '유용성' 단계”",,2026-05-19 18:21:50.246296+09,2026-05-19 00:00:00+09,,,0.5385169015979707,ai_infra_compute,0.7431359,"[{""score"": 0.743135929107666, ""topic"": ""ai_infra_compute""}, {""score"": 0.696672797203064, ""topic"": ""genai_foundation""}, {""score"": 0.6534122228622437, ""topic"": ""robotics_autonomy""}]"
214607,etnews_kr,https://www.etnews.com/20260519000143,"HSAD 디렉터, AI 제작 영화 '메신저'로 글로벌 영화제 5관왕",,2026-05-19 18:21:49.617953+09,2026-05-19 00:00:00+09,,,0.5006490551162216,genai_foundation,0.5533308,"[{""score"": 0.5533307790756226, ""topic"": ""genai_foundation""}, {""score"": 0.5377006530761719, ""topic"": ""ai_infra_compute""}, {""score"": 0.48820075392723083, ""topic"": ""robotics_autonomy""}]"
214606,etnews_kr,https://www.etnews.com/20260519000126,"[6.3 지선 릴터뷰] 박찬대 인천시장 후보, ABC+E 성장전략 제시…“인천 성장회로 연결”",,2026-05-19 18:21:49.002754+09,2026-05-19 00:00:00+09,,,0.5007088683190186,ai_infra_compute,0.5513972,"[{""score"": 0.5513972043991089, ""topic"": ""ai_infra_compute""}, {""score"": 0.5347278714179993, ""topic"": ""robotics_autonomy""}, {""score"": 0.5140964388847351, ""topic"": ""enterprise_industry""}]"
214605,etnews_kr,https://www.etnews.com/20260519000125,"[DTW 2026] 삼성전자, 반도체 제조 'AI 팩토리'로 전환…델 인프라 도입",,2026-05-19 18:21:48.4037+09,2026-05-19 00:00:00+09,,,0.5001923008543812,enterprise_industry,0.7321707,"[{""score"": 0.7321707010269165, ""topic"": ""enterprise_industry""}, {""score"": 0.7225988507270813, ""topic"": ""ai_infra_compute""}, {""score"": 0.6636909246444702, ""topic"": ""robotics_autonomy""}]"
214604,etnews_kr,https://www.etnews.com/20260519000091,"서울AI재단, '서울AI디지털배움터' 운영…“올해 10만 명 교육 추진”",,2026-05-19 18:21:47.816541+09,2026-05-19 00:00:00+09,,,0.5170411919282734,ai_infra_compute,0.6167197,"[{""score"": 0.6167197227478027, ""topic"": ""ai_infra_compute""}, {""score"": 0.5757666230201721, ""topic"": ""robotics_autonomy""}, {""score"": 0.5636762976646423, ""topic"": ""genai_foundation""}]"
214603,etnews_kr,https://www.etnews.com/20260519000085,"셀바스AI, 음색 다른 AI 오디오북용 '스타일 보이스' 25종 추가",,2026-05-19 18:21:47.227956+09,2026-05-19 00:00:00+09,,,0.5000147713025098,genai_foundation,0.6142937,"[{""score"": 0.6142936944961548, ""topic"": ""genai_foundation""}, {""score"": 0.5573481321334839, ""topic"": ""ai_infra_compute""}, {""score"": 0.5374337434768677, ""topic"": ""health_bio""}]"
214602,etnews_kr,https://www.etnews.com/20260519000048,"노르마, QFK서 하이브리드 양자 기술 '파도 파울리' 공개",,2026-05-19 18:21:46.517288+09,2026-05-19 00:00:00+09,,,0.5033061298113287,genai_foundation,0.62939984,"[{""score"": 0.629399836063385, ""topic"": ""genai_foundation""}, {""score"": 0.6262609958648682, ""topic"": ""ai_infra_compute""}, {""score"": 0.5330590605735779, ""topic"": ""robotics_autonomy""}]"
214601,etnews_kr,https://www.etnews.com/20260519000038,"델 테크놀로지스, 삼성전자 반도체 AI 기반 팩토리에 혁신 솔루션 공급",,2026-05-19 18:21:45.890506+09,2026-05-19 00:00:00+09,,,0.5057540872497993,enterprise_industry,0.7536519,"[{""score"": 0.7536519169807434, ""topic"": ""enterprise_industry""}, {""score"": 0.7328836917877197, ""topic"": ""ai_infra_compute""}, {""score"": 0.6632754802703857, ""topic"": ""robotics_autonomy""}]"
214600,etnews_kr,https://www.etnews.com/20260519000023,"[DTW 2026]델, 엔비디아 손잡고 'AI 팩토리' 전략 강화…젠슨 황 깜짝 등장",,2026-05-19 18:21:45.263253+09,2026-05-19 00:00:00+09,,,0.5111284323472969,ai_infra_compute,0.6974086,"[{""score"": 0.6974086165428162, ""topic"": ""ai_infra_compute""}, {""score"": 0.6543821692466736, ""topic"": ""enterprise_industry""}, {""score"": 0.6478295922279358, ""topic"": ""genai_foundation""}]"
214599,etnews_kr,https://www.etnews.com/20260519000021,"퓨처이모텍, AI 탑재한 감성 표현 휴머노이드 '하론' 개발",,2026-05-19 18:21:44.677711+09,2026-05-19 00:00:00+09,,,0.5050713654721627,robotics_autonomy,0.7839476,"[{""score"": 0.7839475870132446, ""topic"": ""robotics_autonomy""}, {""score"": 0.7147949934005737, ""topic"": ""genai_foundation""}, {""score"": 0.6877502202987671, ""topic"": ""ai_infra_compute""}]"
